AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,SurveySamplers
111-33-10100,Prospect Creek,8/9/17,"SURVEY QUALITY: GOOD start 845 at tide flat stop at 1730 at harrys slough Anna did live count  Mary did dead count. Saw 2 bears chased off, lots of dead fish but gaffed/snagged a lot too. Not many ready fish at Harrys slough. Low flows. ",58.04712894,-133.8111857,,58.06681097,-133.838123,,,,,2708.278048,450,Chum Salmon,679,194,,873,130,55,42.31,130,55,75,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/12/17,"SURVEY QUALITY: GOOD start 830 on tide flat.end at 1800. Saw 4 bears today, no issues. Many dead fish, Anna counted live fish. practically no gaffing. ",58.05116406,-133.8152724,,58.06027485,-133.8280787,,,,,1265.461265,450,Chum Salmon,249,363,,612,240,102,42.86,238,102,136,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/13/17,"SURVEY QUALITY: GOOD Start at 842 on tide flat end 1545 at penultimate bar. Anna did live count Mary did dead count.  Saw Harry and sibling (?) twice, Harry again on way out. Ran out of scale cards picking some up in Juneau tonight.  No snagging, Almost all dead fish.",58.05113552,-133.8162372,,58.06174502,-133.8294806,,,,,1416.929762,450,Chum Salmon,343,534,,877,157,69,44.81,154,69,85,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/16/17,"SURVEY QUALITY: POOR start at 1100 on tide flat stop at 1745 at snagging bar, so wet! Flows very high so poor visibility.At least two bears on tide flat  fishing, yelled at one when he got too close.",58.05195481,-133.8179465,,58.05999837,-133.8278805,,,,,1070.791926,450,Chum Salmon,70,238,,308,132,53,40.46,131,53,78,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/17/17,"SURVEY QUALITY: POOR start 850 hafway up tide flat end at 1030 at spruce trees couldn't go up further.  Mary did dead count.really high flows poor viz, saw a couple bears far away. ",58.05515158,-133.8226521,,58.06004785,-133.8281006,,,,,633.1380319,450,Chum Salmon,,12,,12,5,1,20,5,1,4,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/20/17,"SURVEY QUALITY: GOOD Start at 800 on tide flat. Stop at 1614 above penultimate bar, due to high water flow. Finished processing downstream batch at 1810, saved as 'other' location. High flows today, there was still clear visibility. Two bears at a distance.",58.04723477,-133.811357,,58.06369506,-133.8294688,,58.05326522,-133.8202091,,2122.400325,450,Chum Salmon,93,203,,296,182,74,40.66,182,74,108,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/21/17,SURVEY QUALITY: FAIR start at 815 on flat stop 1245 at penultimate bar; high water so we weren't able to go any further upstream. Tissue/otoliths for cell 31 tray 21715 were put in cell 30 by accident: cell 30 and 31 have uncertain pairing,58.04664601,-133.8092801,,58.06184749,-133.8296036,,,,,2075.230875,450,Chum Salmon,96,358,,454,60,30,50.85,59,30,29,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/23/17,"SURVEY QUALITY: GOOD start at 830 on tide flat after eagle vs bear showdown, same young sow at survivor bag rock, air horned her a couple corners up, yelled at Harry too. stopped at 1320 at first deep crossing upstream of otter rocks, water too fast! Saw mostly dead and alive pinks.  Anna did live count Mary did dead count. Cells 13 and 14 of tray 0000021718 are uncertain pairings.",58.04711213,-133.8097646,,58.06471749,-133.832125,,58.05987923,-133.8280752,,2363.859095,450,Chum Salmon,88,130,,218,55,14,26.42,53,14,39,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/24/17,"SURVEY QUALITY: GOOD Start at 830 on tide flat, Saw same sow as yesterday on tidal flat. Harry and sister(bears) at snagging bar, Dark sow close at first aid bar. No issues with any bears, they all just wandered off uoon seeing/hearing us. Surveyed up to first beaver dam, processed about 250 yds downstream, Finished at 1700.",58.04740247,-133.8117061,,58.07107024,-133.8428245,,,,,3213.067623,450,Chum Salmon,111,224,,335,140,53,38.69,137,53,84,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,8/26/17,"SURVEY QUALITY: POOR start at 830 just upstream of survivor bag rock. End at crossing upstream of snagging bar at 1000 due to high flows. No live count because of high flows and murky water. Surveyed lower tide flat on way out, saved as extent location.",58.05100102,-133.8142807,,58.06077697,-133.8280059,,58.04807465,-133.8116058,,1357.280002,450,Chum Salmon,,48,,48,18,4,22.22,18,4,14,"Anna Wietelmann, Kaitlin Cunningham, Mary Schvetz"
111-33-10100,Prospect Creek,7/21/18,"Clear skies, dry river. Started at second beaver dam and worked down towards tidal flat. ",58.07524522,-133.8537315,,58.05001139,-133.8117405,,,,,3747.401057,450,Chum Salmon,305,0,,305,0,,,,,,"Cory Dick, Devon Calvin, Ryan Lawton, Brian LeBlanc"
111-33-10100,Prospect Creek,7/23/18,SURVEY QUALITY: GOOD Started at topsunny daylow watermet Sally and Harryextent up to mink log,58.07531101,-133.8536738,,58.05113451,-133.8158838,,58.07746997,-133.8562272,,3496.694569,450,Chum Salmon,313,1,,314,1,0,0,1,0,1,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,7/24/18,SURVEY QUALITY: GOOD sunny daystarted at second beaver damno sign of Harry,58.07516241,-133.8534629,,58.05348893,-133.8205538,,,,,3098.486568,450,Chum Salmon,372,0,,372,0,,,,,,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,7/27/18,sunny daystarted at bottomChum beginning to pair and build redsSURVEY QUALITY: GOOD,58.04724657,-133.809489,,58.07512375,-133.8535486,,,,,4050.35602,450,Chum Salmon,446,0,,446,0,,,,,,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,7/28/18,"SURVEY QUALITY: GOOD sunny day, started at bottomHad to pull out spray on Harry the bear, but did not use...yet",58.04708527,-133.8097161,,58.07511983,-133.8535578,,,,,4055.586886,450,Chum Salmon,435,2,,437,2,0,0,2,0,2,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,7/31/18,SURVEY QUALITY: GOOD sunny daystarted at bottomvery low water,58.04705376,-133.8096776,,58.07365863,-133.8485275,,,,,3747.064973,450,Chum Salmon,466,1,,467,2,0,0,1,0,1,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/1/18,"SURVEY QUALITY: GOOD sunny day, started at bottom",58.04778165,-133.812014,,58.07358996,-133.8459665,,,,,3504.282949,450,Chum Salmon,496,5,,501,8,1,14.29,7,1,6,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/5/18,SURVEY QUALITY: GOOD sunny day started at top,58.07363316,-133.8485459,,58.04797582,-133.811568,,,,,3596.026485,450,Chum Salmon,468,12,,480,11,0,0,8,0,8,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/6/18,Cloudy day very low waterstarted at top where water ended,58.07374821,-133.8487155,,58.05122347,-133.8162414,,,,,3157.31322,450,Chum Salmon,569,15,,584,15,4,28.57,14,4,10,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/9/18,"Rainy dayvery high watertoo high to cross, ended early",58.04728639,-133.8108819,,58.05867637,-133.8267754,,,,,1577.978058,450,Chum Salmon,0,0,,0,0,,,,,,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/10/18,"SURVEY QUALITY: FAIR Rainy dayVery high water Started at bottomMurky water, hard to get live count",58.04686321,-133.8115522,,58.07491967,-133.8534068,,,,,3983.68047,450,Chum Salmon,188,40,,228,37,3,8.82,34,3,31,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/13/18,SURVEY QUALITY: GOOD Cloudy day with some rain started at bottomwater not very clearhard to see chumApproximately 1000 pinks in stream,58.0465339,-133.8077265,,58.0737269,-133.848702,,,,,3876.132331,450,Chum Salmon,130,7,,137,8,5,62.5,8,5,3,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/14/18,Rainy day with high water levels started at bottom,58.04572271,-133.809418,,58.06363979,-133.82983,,,,,2331.264735,450,Chum Salmon,28,3,,31,3,0,0,3,0,3,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/18/18,SURVEY QUALITY: GOODpartly cloudystarted at top,58.07499718,-133.8534791,,58.04802277,-133.8117197,,,,,3886.269613,450,Chum Salmon,103,3,,106,3,0,0,3,0,3,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/19/18,sunny day started at 2nd beaver damSURVEY QUALITY: GOOD,58.07480043,-133.8534084,,58.04788907,-133.8118585,,,,,3873.006509,450,Chum Salmon,55,0,,55,1,1,100,1,1,0,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/22/18,SURVEY QUALITY: GOOD Cloudy day started at second beaver damlate wave of fresh chum present,58.07494363,-133.8535331,,58.05114737,-133.8133515,,,,,3556.739503,450,Chum Salmon,110,4,,114,4,2,50,4,2,2,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/23/18,"SURVEY QUALITY: GOOD Cloudy day, fairly high waterFirst day of sampling Chum jawsTissue from jaws consists of any soft tissue/cartilage on jaw",58.07474584,-133.8534418,,58.05286411,-133.8200992,,,,,3132.620802,450,Chum Salmon,108,18,,126,18,0,0,1,0,1,"Cory Dick, Devon Calvin, Ryan Lawton"
111-33-10100,Prospect Creek,8/26/18,SURVEY QUALITY: EXCELLENT sunny daystarted at bottom ,58.04705601,-133.8097106,,58.07511074,-133.8535523,,,,,4057.32277,450,Chum Salmon,69,3,,72,3,0,0,1,0,1,"Cory Dick, Devon Calvin, Brian LeBlanc, Jesse  Klejka"
111-33-10100,Prospect Creek,8/27/18,SURVEY QUALITY: FAIRRainy day.High water.Ended above first beaver dam.Last day on Prospect.,58.04785845,-133.8123215,,58.07183398,-133.8428845,,,,,3222.763799,450,Chum Salmon,58,2,,60,2,0,0,1,0,1,"Cory Dick, Devon Calvin, Jesse  Klejka"
111-33-10100,Prospect Creek,7/21/19,SURVEY QUALITY: EXCELLENT ,58.05006845,-133.8118391,"start at intertidal, went upstream",58.0751319,-133.8533887,second beaver dam ,,,,3715.939051,450,Chum Salmon,37,0,,37,0,,,,,,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/23/19,"SURVEY QUALITY: EXCELLENT low water, high clarity",58.05001574,-133.8120322,"start at intertidal,work upstream",58.07499523,-133.8535874,end at second beaver dam,,,,3709.1416,450,Chum Salmon,63,0,,63,0,,,,,,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/24/19,SURVEY QUALITY: EXCELLENT cloudy with slight drizzle. low water,58.07519837,-133.8534341,start at second beaver dam.work downstream,58.04807149,-133.8117592,end at intertidal,,,,3896.254883,450,Chum Salmon,87,0,,87,0,,,,,,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/25/19,SURVEY QUALITY: EXCELLENT low water,58.07519646,-133.8536165,"start at second beaver dam,work downstream",58.0480135,-133.8116359,end at intertidal,,,,3912.503169,450,Chum Salmon,110,1,,111,1,1,100,1,1,0,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/27/19,SURVEY QUALITY: FAIR lower water visibility,58.07481253,-133.8537288,start at second  beaver dam. work down stream,58.04803729,-133.8117761,end are intertidal,,,,3876.429442,450,Chum Salmon,196,1,,197,1,1,100,1,1,0,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/28/19,"SURVEY QUALITY: POOR High water led to high turbidity and low water clarity. We reached an impassable set of rapids and started the survey approximately halfway up the stream.Surveyed downstream. Reached intertidal early, at 2:15 pm when low tide was 4:53 pm.",58.06520779,-133.8324085,start halfway through. river rough,58.0514451,-133.8183129,end at intertidal,,,,1744.18338,450,Chum Salmon,73,0,,73,1,0,0,0,0,0,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/29/19,"SURVEY QUALITY: EXCELLENT Started at second beaver dam, working downstream. water clarity was good.Ended in intertidal at 5:30pn, low tide was at 5:52pm, 4.1ft",58.0750678,-133.8535192,second beaver dam,58.04880867,-133.8114141,intertidal,,,,3838.177569,450,Chum Salmon,417,16,,433,17,2,28.57,7,2,5,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/30/19,intertidal upstream,58.0476519,-133.8124684,,58.07505899,-133.8534017,,,,,3893.196677,450,Chum Salmon,280,19,,299,4,1,50,2,1,1,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,7/31/19,"Surveyed upsteam. Low water, clarity 8ft plus. Survey quality excellect. Michele on live counts. Patrick counted pinks.",58.04767511,-133.8121929,,58.07517336,-133.8536543,,,,,3920.543852,450,Chum Salmon,419,19,,438,6,0,0,2,0,2,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/1/19,Surveyed upstream. -4 tide. Survey quality execellent. Michelle on live counts. Patrick on pink counts. Missing PA3 photo,58.04651214,-133.8079354,negative intertidal ,58.07506498,-133.8536168,,,,,4169.617087,450,Chum Salmon,555,6,,561,6,0,0,4,0,4,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/2/19,"SURVEY QUALITY: EXCELLENT low intertidal surveying upstream. Started survey at 0830Sunny, good water clarity M.Trifari performed live countsLow tide: 0848 -4.3 ft",58.04653073,-133.8078496,,58.07502548,-133.8537066,,,,,4171.400536,450,Chum Salmon,426,3,,429,5,0,0,3,0,3,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/3/19,"SURVEY QUALITY: EXCELLENT surveying upstream low intertidal. Low tide was at 0932.Sunny weather, good water visibility, low water depthM. Trifari performed live counts",58.04656865,-133.8077994,,58.07491946,-133.8535086,,,,,4153.547739,450,Chum Salmon,515,6,,521,10,3,33.33,9,3,6,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/4/19,"SURVEY QUALITY: EXCELLENT surveying upstream, started 8:45, low tide at 10:15 -3.1ft. Sunny, water clarity excellent, creek low.Saw one bear at the intersection of the meadow and the trees.",58.04777764,-133.8121545,,58.07510899,-133.8533575,,,,,3896.497305,450,Chum Salmon,543,8,,551,3,1,100,1,1,0,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/6/19,"SURVEY QUALITY: EXCELLENT Surveyed upstream, starting at 9am. Low tide ~11:40am.Caitlin on live chum counts, Patrick on pink counts.Sunny, dry weather continues. Creek has dropped to a trickle at a bend in the upper portion of our survey, see picture.Saw three river otters by a beaver pond.",58.04737354,-133.8119838,,58.07511946,-133.8534777,,,,,3943.327266,450,Chum Salmon,529,8,,537,12,6,50,12,6,6,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/7/19,"Survey upsteam, low tide at 1pm, 2.1ft. Caitlin on live counts.Clear and sunny, survey quality excellent.Half a mile from the normal end of the survey, the creek has run dry.No chum have been observed above this point this season, so survey was ended there today.",58.0509764,-133.8144043,,58.07370634,-133.8472725,,,,,3189.607335,450,Chum Salmon,583,28,,611,25,6,28.57,21,6,15,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/8/19,"SURVEY QUALITY: EXCELLENT surveying downstreamLow tide at 1:49 pmdry creek at start, depth of creek decreasingCaitlin on live countsMichelle on dead counts",58.07365644,-133.8479593,,58.05096494,-133.8145399,,,,,3206.126255,450,Chum Salmon,588,36,,624,24,11,45.83,24,11,13,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/9/19,SURVEY QUALITY: EXCELLENTsurveyed downstreamCaitlin on live countsMichelle on dead countslow tide at 03:04 pm,58.0737276,-133.8478142,,58.05113427,-133.8149145,,,,,3178.676698,450,Chum Salmon,558,60,,618,37,12,34.29,35,12,23,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/10/19,surveying downstream Caitlin on live countsMichelle on deadPatrick on pinkGood water visibilitySURVEY QUALITY: EXCELLENT ,58.07356072,-133.8478968,,58.0511307,-133.8147679,,,,,3172.619336,450,Chum Salmon,580,131,,711,55,24,44.44,54,24,30,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/11/19,SURVEY QUALITY: EXCELLENT surveying downstream caitlin on live countsmichelle on dead Patrick on live pink,58.0736029,-133.8473399,,58.05110186,-133.8144332,,,,,3170.801218,450,Chum Salmon,516,132,,648,61,26,46.43,56,26,30,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/12/19,"Surveying upstream, 7am-noon; low tide 6:07am, 0.3ft.Caitlin on live counts.Weather clear and dry, creek continues to drop and remains clear.",58.04788034,-133.8120179,,58.07354678,-133.8479148,,,,,3558.468558,450,Chum Salmon,487,180,,667,49,21,42.86,49,21,28,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/14/19,low at 738. survey start 0809survey upstreamchance on tabletPatrick on live chum countsCaitlin on dead chum counts,58.0476037,-133.8123137,,58.06665665,-133.8378992,,,,,2604.799399,450,Chum Salmon,190,222,,412,144,60,42.25,142,60,82,"Chance Gray, Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/15/19,"survey upstreamlow tide 8:02, -1.1ftstart at 0815Patrick Landback on live counts of chumMichelle on live counts of pinkCaitlin on dead countsSurvey ended at first beaver dam due to late hour (5pm) and risk of bear encounters",58.04819068,-133.81155,,58.07089883,-133.842501,,,,,3120.171497,450,Chum Salmon,293,337,,630,122,49,41.18,119,49,70,"Chance Gray, Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/16/19,"Survey upstream, starting 9:30am. Low tide at 8:34am -1.2ft.Patrick on live countsCaitlin on dead countsCompleted survey to where the creek dries up",58.04783958,-133.8119995,,58.07410206,-133.8468579,,,,,3576.382702,450,Chum Salmon,278,397,,675,70,17,25.37,67,17,50,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/17/19,"Survey upstream, starting at 6am. Low tide 9:04am, -1.0ftEnded at harry's slough at 10am, rising water and gale warning to beat on our run to JuneauWater became opaque around 8:30am, leading to poor survey quality.Caitlin on dead countsPatrick on live counts",58.05118192,-133.8163298,upper intertidal rocks,58.06688289,-133.8384573,,,,,2182.792869,450,Chum Salmon,116,274,,390,26,9,34.62,26,9,17,"Patrick Landback, Caitlin  Jensen, Michelle Trifari"
111-33-10100,Prospect Creek,8/19/19,"surveyed upstream starting 9amsunny, low flows, and clear water",58.04782063,-133.8118363,,58.06923809,-133.8395412,upstream from the half dam,,,,2892.32305,450,Chum Salmon,177,266,,443,117,28,24.14,116,28,88,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/20/19,"SURVEY QUALITY: EXCELLENT started at low tidestarted 9am, low tide 10:32am, 1.3ftended 4pm where creek dried upRyan on live countsPatrick on dead counts100 samples",58.05084508,-133.8163902,,58.07353571,-133.8478646,,,,,3136.71316,450,Chum Salmon,272,390,,662,100,21,21.21,99,21,78,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/21/19,SURVEY QUALITY: EXCELLENT started at low tide ,58.05114858,-133.8155157,,58.07370391,-133.8476591,,,,,3148.217156,450,Chum Salmon,305,441,,746,61,14,24.14,58,14,44,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/22/19,SURVEY QUALITY: EXCELLENT ,58.0524303,-133.8200276,,58.073538,-133.847807,,,,,2866.333454,450,Chum Salmon,181,324,,505,53,6,11.76,51,6,45,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/24/19,"SURVEY QUALITY: POOR started  at top, high water day, low visibility ",58.07523796,-133.8534549,,58.05112288,-133.815484,,,,,3498.262009,450,Chum Salmon,33,128,,161,24,3,18.75,16,3,13,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/25/19,SURVEY QUALITY: GOOD The calipers were left behind by accident so a tape measure was used.Started at the top and went to the intertidal ,58.07511831,-133.8534519,,58.04748113,-133.8110827,,,,,3966.223659,450,Chum Salmon,95,227,,322,57,7,12.73,55,7,48,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/26/19,"SURVEY QUALITY: EXCELLENT started at low tide, lots of fresh chum pushing into intertidal. 52 live chum counted before the first island",58.05236865,-133.8202574,,58.07554,-133.85181,,,,,3182.657144,450,Chum Salmon,103,201,,304,22,2,10,20,2,18,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-33-10100,Prospect Creek,8/27/19,"SURVEY QUALITY: FAIR started at low tide, high waterended survey early due to rising water",58.05123711,-133.815439,,58.06268337,-133.8294295,,,,,1519.060117,450,Chum Salmon,11,56,,67,6,1,20,5,1,4,"Patrick Landback, Ryan Lawton, Anna Cassidy"
111-41-10050,Admiralty Creek,7/29/13,,58.17199925,-134.575229,,58.16342284,-134.5386771,,,,,2353.845844,450,Chum Salmon,,,,,32,4,13.33,30,4,26,
111-41-10050,Admiralty Creek,7/30/13,,58.1601615,-134.533316,,58.15984106,-134.5324679,,,,,61.36783504,450,Chum Salmon,,,,,65,4,6.35,63,4,59,
111-41-10050,Admiralty Creek,8/6/13,,58.17360204,-134.5629106,,58.17602678,-134.5622043,,,,,273.2474173,450,Chum Salmon,,,,,35,1,2.86,35,1,34,
111-41-10050,Admiralty Creek,8/7/13,,58.16307317,-134.5393073,,58.1572237,-134.5266908,,,,,987.9791935,450,Chum Salmon,460,44,,504,82,1,1.25,80,1,79,
111-41-10050,Admiralty Creek,8/8/13,,58.16976582,-134.5494534,,58.17345632,-134.5532625,,,,,468.1992534,450,Chum Salmon,,,,,48,1,2.08,48,1,47,
111-41-10050,Admiralty Creek,8/15/13,,58.17392155,-134.5626021,,58.17357547,-134.5529388,,,,,569.9528002,450,Chum Salmon,90,135,,225,95,5,5.75,87,5,82,
111-41-10050,Admiralty Creek,8/16/13,,58.14754999,-134.5148304,,58.16275939,-134.5388738,,,,,2207.635776,450,Chum Salmon,13,17,,30,7,0,0,7,0,7,
111-41-10050,Admiralty Creek,8/22/13,,58.17636902,-134.561675,,58.1719428,-134.5512338,,,,,787.7536603,450,Chum Salmon,15,20,,35,33,1,3.45,29,1,28,
111-41-10050,Admiralty Creek,8/23/13,,58.16152686,-134.5351644,,58.16561142,-134.5453718,,,,,753.6388905,450,Chum Salmon,9,21,,30,24,0,0,24,0,24,
111-41-10050,Admiralty Creek,7/22/14,"Time on Stream:  3 hoursDropoff:  bare saddle on penninsulaWeather:  Windy (~30kts), mostly cloudyTide at dropoff:  almost low tide Fish synopsis:  No dead fish were observed.  All fish were very lively and few had fungus on them.Stream conditions:  Normal water level, brown water in the lower stretch, but great visibility above, in the forestStream description:  Tidal section is braided and windy.  Upper section is also braided with prominent large woody debris in the stream.  Some side channels in the estuary were skipped due to stagnant water or shall/low flow.  Above the tidal zone the main channel was followed, as well as side channels as time and safety allowed, when water conditions seemed adequate for chum.  There was very little evidence of new redd work throuhgout the survey extent.  We hiked up the stream and walked out on the trail.Other notes:  Two brown bears were out on the tide flats when we walked out from the trail head.",58.17567715,-134.5769016,,58.17177494,-134.5510198,,,,,1583.845263,450,Chum Salmon,153,0,,153,0,,,,,,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,7/25/14,"hiked 1.5 hrs on trail before heading to stream. flag on trail. No fish seen at starting point of survey. Hiked downstream 1 hour before first chum spotted. All chum seen very lively, onlly chum handled were pre-spawn, few fresh redds seen. End point back-calculated from GPS essentials. Very rainy all day, high water level and volume in creek,  low water visibility impacted fish counts. High density bear sign, but none seen. Many salmonberries past ripe.",58.14943787,-134.519422,,58.173161,-134.552338,,,,,3276.61842,450,Chum Salmon,453,3,,456,0,,,,,,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,7/28/14,"Dropped off at beach at 9:15, soon after low tide, and began on trail. Dropped down to creek multiple times from trail to check conditions. Survey began at bend in creek above long straight stretch, working downstream, ended at cabin (~15:00). Creek conditions: high water, up ~5 inches from last visit, low visibility, murky. Due to creek conditions, chum sampling was hindered. Constant rain all day, heavy at times, overcast. Two bear encounters. Picked up near high tide.",58.15878992,-134.5321261,,58.17596493,-134.5617121,,,,,2586.827603,450,Chum Salmon,199,0,,199,4,0,0,3,0,3,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,7/31/14,"Left trailhead at 9:00, hiked for 1 hour on trail. Started survey at location that 1st chum was seen in previous longest survey. Sunny, clear. Water level normal, down from last visit (~6'). Several chum pulled from creek pre-spawn. Bear seen on uphill segment of trail. Ended two bends past cabin. More pink salmon seen than any other previous visit this year. Boat pickup at trailhead at 19:00. Both dead chum had been predated on (likely bear).",58.15216742,-134.5234746,,58.17371548,-134.5634826,,,,,3362.493051,450,Chum Salmon,297,2,,299,24,0,0,23,0,23,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-41-10050,Admiralty Creek,8/3/14,"Dropped at 08:45, ~2.5 hrs after low tide. Hiked on trail to high point of creek to start survey. First pink seen above first chum (~5-10 minutes). First chum seen ~10-15 minutes on way down. Alive/dead count conducted on way down, along with chum sampling, finished at last processing area of the day. Several chum pulled from creek pre-spawn, returned. Ended survey half way down, past arching nurselog (Ashley's tree). Mostly sunny, partly cloudy & very high overcast later in the day, hot, warm breeze. Water level low; good visibility. More moldy chum visible throughout creek relative to past visits. Hiked out on trail, picked up at 18:45 (near high tide).",58.14910147,-134.516812,,58.16575894,-134.5454412,,,,,2506.605145,450,Chum Salmon,286,5,,291,36,3,8.33,36,3,33,"Ashley Bolwerk, Ben Campen, Dylan Fournier, alaire hughey"
111-41-10050,Admiralty Creek,8/4/14,"Dropped off at 08:45, ~1.5 hrs after high tide. Hiked to last processing area from previous day (Surveying lower half of stream today). Live/dead count conducted over same area as chum collection/sampling. Partly cloudy, mostly sunny, moderate warm winds, momentary sprinkle mid-day. Water level very low, moderate to good visibility. River otter spotted at 4th processing area. High number of pink salmons in stream. First day finding non-predator caused mortality dead chum. Many pre-spawn chum in creek. Visible chum and pink redds throughout length of survey. End of survey below forested area, in grassy meadow, just above tide affected area/estuary. Picked up at ~17:45.",58.16499018,-134.5450531,,58.1719866,-134.5703385,,,,,1679.853427,450,Chum Salmon,531,11,,542,41,4,9.76,41,4,37,"Ashley Bolwerk, Ben Campen, Dylan Fournier, alaire hughey"
